type,id,category,file,source,score
unit,spectre,attack,Spectre_Attack04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Attack04.ogg,200
unit,spectre,attack,Spectre_Attack05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Attack05.ogg,200
unit,spectre,attack,Spectre_Attack06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Attack06.ogg,200
unit,spectre,death,Spectre_Death02.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Death02.wav,200
unit,spectre,death,Spectre_Death03.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Death03.wav,200
unit,spectre,death,Spectre_Death04.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Death04.wav,200
unit,spectre,death,Spectre_Death05.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Spectre/Spectre_Death05.wav,200
unit,diamondback,deploy_move,Diamondback_What04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_What04.ogg,200
unit,diamondback,deploy_move,Diamondback_What05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_What05.ogg,200
unit,diamondback,deploy_move,Diamondback_What06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_What06.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes00.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes01.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes02.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes03.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes04.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes05.ogg,200
unit,diamondback,deploy_move,Diamondback_Yes06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Yes06.ogg,200
unit,diamondback,attack,Diamondback_Attack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack00.ogg,200
unit,diamondback,attack,Diamondback_Attack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack01.ogg,200
unit,diamondback,attack,Diamondback_Attack02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack02.ogg,200
unit,diamondback,attack,Diamondback_Attack03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack03.ogg,200
unit,diamondback,attack,Diamondback_Attack04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack04.ogg,200
unit,diamondback,attack,Diamondback_Attack05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack05.ogg,200
unit,diamondback,attack,Diamondback_Attack06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Attack06.ogg,200
unit,diamondback,death,Diamondback_Death00.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Diamondback/Diamondback_Death00.wav,200
unit,warhound,deploy_move,TychusCommander_WarhoundReady00.ogg,TMG_CANDIDATES/campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/TychusCommander_WarhoundReady00.ogg,100
unit,hercules,deploy_move,Hercules_Ready00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_Ready00.ogg,200
unit,hercules,deploy_move,Hercules_What00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_What00.ogg,200
unit,hercules,deploy_move,Hercules_What01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_What01.ogg,200
unit,hercules,deploy_move,Hercules_What02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_What02.ogg,200
unit,hercules,deploy_move,Hercules_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_Yes00.ogg,200
unit,hercules,deploy_move,Hercules_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_Yes01.ogg,200
unit,hercules,deploy_move,Hercules_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_Yes02.ogg,200
unit,hercules,attack,Hercules_NeuralParasiteAttack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_NeuralParasiteAttack00.ogg,80
unit,hercules,attack,Hercules_NeuralParasiteAttack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_NeuralParasiteAttack01.ogg,80
unit,hercules,death,Hercules_Death00.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Hercules/Hercules_Death00.wav,200
unit,warbot,deploy_move,Warbot_What5.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_What5.ogg,135
unit,warbot,deploy_move,Warbot_Yes0.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes0.ogg,135
unit,warbot,deploy_move,Warbot_Yes1.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes1.ogg,135
unit,warbot,deploy_move,Warbot_Yes2.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes2.ogg,135
unit,warbot,deploy_move,Warbot_Yes3.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes3.ogg,135
unit,warbot,deploy_move,Warbot_Yes4.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes4.ogg,135
unit,warbot,deploy_move,Warbot_Yes5.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes5.ogg,135
unit,warbot,deploy_move,Warbot_Yes6.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes6.ogg,135
unit,warbot,deploy_move,Warbot_Yes7.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes7.ogg,135
unit,warbot,deploy_move,Warbot_Yes8.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Yes8.ogg,135
unit,warbot,attack,Warbot_Attack1.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack1.ogg,135
unit,warbot,attack,Warbot_Attack2.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack2.ogg,135
unit,warbot,attack,Warbot_Attack3.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack3.ogg,135
unit,warbot,attack,Warbot_Attack4.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack4.ogg,135
unit,warbot,attack,Warbot_Attack5.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack5.ogg,135
unit,warbot,attack,Warbot_Attack6.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack6.ogg,135
unit,warbot,attack,Warbot_Attack7.ogg,TMG_CANDIDATES/mods/liberty.sc2mod/base.sc2assets/Assets/Sounds/Uni/Units/Warbot/Warbot_Attack7.ogg,135
unit,jim_raynor,deploy_move,Raynor_Ready00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Ready00.ogg,200
unit,jim_raynor,deploy_move,Raynor_What00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_What00.ogg,200
unit,jim_raynor,deploy_move,Raynor_What01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_What01.ogg,200
unit,jim_raynor,deploy_move,Raynor_What02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_What02.ogg,200
unit,jim_raynor,deploy_move,Raynor_What03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_What03.ogg,200
unit,jim_raynor,deploy_move,Raynor_What04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_What04.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes00.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes01.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes02.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes03.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes04.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes05.ogg,200
unit,jim_raynor,deploy_move,Raynor_Yes06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Yes06.ogg,200
unit,jim_raynor,attack,Raynor_Attack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Attack00.ogg,200
unit,jim_raynor,attack,Raynor_Attack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Attack01.ogg,200
unit,jim_raynor,attack,Raynor_Attack02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Attack02.ogg,200
unit,jim_raynor,attack,Raynor_Attack03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Attack03.ogg,200
unit,jim_raynor,attack,Raynor_Attack04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Attack04.ogg,200
unit,jim_raynor,death,Raynor_Death01.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death01.wav,200
unit,jim_raynor,death,Raynor_Death02.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death02.wav,200
unit,jim_raynor,death,Raynor_Death03.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death03.wav,200
unit,jim_raynor,death,Raynor_Death04.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death04.wav,200
unit,jim_raynor,death,Raynor_Death05.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death05.wav,200
unit,jim_raynor,death,Raynor_Death06.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Raynor/Raynor_Death06.wav,200
unit,tychus,deploy_move,Tychus_What01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_What01.ogg,200
unit,tychus,deploy_move,Tychus_What02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_What02.ogg,200
unit,tychus,deploy_move,Tychus_What03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_What03.ogg,200
unit,tychus,deploy_move,Tychus_What04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_What04.ogg,200
unit,tychus,deploy_move,Tychus_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes00.ogg,200
unit,tychus,deploy_move,Tychus_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes01.ogg,200
unit,tychus,deploy_move,Tychus_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes02.ogg,200
unit,tychus,deploy_move,Tychus_Yes03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes03.ogg,200
unit,tychus,deploy_move,Tychus_Yes04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes04.ogg,200
unit,tychus,deploy_move,Tychus_Yes05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Yes05.ogg,200
unit,tychus,attack,Tychus_Attack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack00.ogg,200
unit,tychus,attack,Tychus_Attack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack01.ogg,200
unit,tychus,attack,Tychus_Attack02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack02.ogg,200
unit,tychus,attack,Tychus_Attack03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack03.ogg,200
unit,tychus,attack,Tychus_Attack04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack04.ogg,200
unit,tychus,attack,Tychus_Attack05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack05.ogg,200
unit,tychus,attack,Tychus_Attack06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Attack06.ogg,200
unit,tychus,death,Tychus_Death03.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Death03.wav,200
unit,tychus,death,Tychus_Death04.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Death04.wav,200
unit,tychus,death,Tychus_Death05.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Death05.wav,200
unit,tychus,death,Tychus_Death06.wav,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Tychus/Tychus_Death06.wav,200
unit,nova,deploy_move,Nova_What04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_What04.ogg,200
unit,nova,deploy_move,Nova_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes00.ogg,200
unit,nova,deploy_move,Nova_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes01.ogg,200
unit,nova,deploy_move,Nova_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes02.ogg,200
unit,nova,deploy_move,Nova_Yes03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes03.ogg,200
unit,nova,deploy_move,Nova_Yes04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes04.ogg,200
unit,nova,deploy_move,Nova_Yes05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes05.ogg,200
unit,nova,deploy_move,Nova_Yes06.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes06.ogg,200
unit,nova,deploy_move,Nova_Yes07.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes07.ogg,200
unit,nova,deploy_move,Nova_Yes08.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Yes08.ogg,200
unit,nova,attack,Nova_Attack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack00.ogg,200
unit,nova,attack,Nova_Attack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack01.ogg,200
unit,nova,attack,Nova_Attack02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack02.ogg,200
unit,nova,attack,Nova_Attack03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack03.ogg,200
unit,nova,attack,Nova_Attack04.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack04.ogg,200
unit,nova,attack,Nova_Attack05.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Attack05.ogg,200
unit,nova,death,Nova_Death03.wav,TMG_CANDIDATES/mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Death03.wav,200
unit,nova,death,Nova_Death04.wav,TMG_CANDIDATES/mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Death04.wav,200
unit,nova,death,Nova_Death05.wav,TMG_CANDIDATES/mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Death05.wav,200
unit,nova,death,Nova_Death06.wav,TMG_CANDIDATES/mods/liberty.sc2mod/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Nova/Nova_Death06.wav,200
unit,swann,deploy_move,Swann_Ready01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Ready01.ogg,200
unit,swann,deploy_move,Swann_What00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_What00.ogg,200
unit,swann,deploy_move,Swann_What01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_What01.ogg,200
unit,swann,deploy_move,Swann_What02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_What02.ogg,200
unit,swann,deploy_move,Swann_What03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_What03.ogg,200
unit,swann,deploy_move,Swann_Yes00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Yes00.ogg,200
unit,swann,deploy_move,Swann_Yes01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Yes01.ogg,200
unit,swann,deploy_move,Swann_Yes02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Yes02.ogg,200
unit,swann,deploy_move,Swann_Yes03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Yes03.ogg,200
unit,swann,attack,Swann_Attack00.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Attack00.ogg,200
unit,swann,attack,Swann_Attack01.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Attack01.ogg,200
unit,swann,attack,Swann_Attack02.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Attack02.ogg,200
unit,swann,attack,Swann_Attack03.ogg,TMG_CANDIDATES/campaigns/liberty.sc2campaign/enus.sc2assets/LocalizedData/Sounds/TerranVO/CampaignUnits/Swann/Swann_Attack03.ogg,200
