asset_path,sha256,unit_audio_id,runtime_roles
audio/classic/units/phoenix/move/alias_scout_PScRdy00__e1f2f9d022.wav,e1f2f9d0221753b783cb75e5322aacf66f123c4dcd7a8dec0d338fe3c2a920ce,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScWht00__d7cd4251bf.wav,d7cd4251bffc4d62ff056346a06a0d5ac6f621b874a7cad210206cfd09bdb0dd,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScWht01__7da26b67da.wav,7da26b67da1bcb05addad7f195163d334d07bf87b573f591215b052fff58f3de,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScWht02__063380b61f.wav,063380b61f5ff585b7003987cd979964624f53ebfb53a82492ee5c871a398fd8,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScWht03__560e7725cb.wav,560e7725cb531bdbc2ae30569dd10903f878afa84525c92df67352b8a9e59f72,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScYes00__c2132addb2.wav,c2132addb28ed136a552e57fc412d53fe8b223000512b9b0110108b4a9d2e112,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScYes01__359cc72258.wav,359cc72258183ac0a6f957b90e73c5624e5f25c71fd8f83c48c67c4c9e1a20ac,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScYes02__2a51b4b3bd.wav,2a51b4b3bd8365d8904a1f65f4ae8960a1c8a0fb23bf84781a44f2fc2b6ce5a7,phoenix,move
audio/classic/units/phoenix/move/alias_scout_PScYes03__1405d54f12.wav,1405d54f125dd04a6e61113039178d8630f716536a6528dd6d6133e310834801,phoenix,move
audio/classic/units/scout/chatter/PScPss00__caaa441843.wav,caaa441843fc0c420e20c40abb5cc7334adef4ed2be671251fb5fac93f1c67f7,scout,chatter
audio/classic/units/scout/chatter/PScPss01__4978e9bf96.wav,4978e9bf96eed4bed38f9178d97cf11fbd2220b13cdb7a295a0e05e80dbecd23,scout,chatter
audio/classic/units/scout/chatter/PScPss02__5127de8e3e.wav,5127de8e3e8c21f53353b3ed74a1b0dca03f50c34e252ef98bd071b83e10730a,scout,chatter
audio/classic/units/scout/chatter/PScPss03__09616a6eae.wav,09616a6eaeceef7cef639cbafffb1a8ffe511098b8fb1f632d988d032b3386ad,scout,chatter
audio/classic/units/scout/chatter/pscPss04__5284298b77.wav,5284298b77e0df22a683307d2a82183fa16a88e310b187446af642f27f13fe02,scout,chatter
audio/classic/units/scout/move/PScRdy00__e1f2f9d022.wav,e1f2f9d0221753b783cb75e5322aacf66f123c4dcd7a8dec0d338fe3c2a920ce,scout,move
audio/classic/units/scout/move/PScWht00__d7cd4251bf.wav,d7cd4251bffc4d62ff056346a06a0d5ac6f621b874a7cad210206cfd09bdb0dd,scout,move
audio/classic/units/scout/move/PScWht01__7da26b67da.wav,7da26b67da1bcb05addad7f195163d334d07bf87b573f591215b052fff58f3de,scout,move
audio/classic/units/scout/move/PScWht02__063380b61f.wav,063380b61f5ff585b7003987cd979964624f53ebfb53a82492ee5c871a398fd8,scout,move
audio/classic/units/scout/move/PScWht03__560e7725cb.wav,560e7725cb531bdbc2ae30569dd10903f878afa84525c92df67352b8a9e59f72,scout,move
audio/classic/units/scout/move/PScYes00__c2132addb2.wav,c2132addb28ed136a552e57fc412d53fe8b223000512b9b0110108b4a9d2e112,scout,move
audio/classic/units/scout/move/PScYes01__359cc72258.wav,359cc72258183ac0a6f957b90e73c5624e5f25c71fd8f83c48c67c4c9e1a20ac,scout,move
audio/classic/units/scout/move/PScYes02__2a51b4b3bd.wav,2a51b4b3bd8365d8904a1f65f4ae8960a1c8a0fb23bf84781a44f2fc2b6ce5a7,scout,move
audio/classic/units/scout/move/PScYes03__1405d54f12.wav,1405d54f125dd04a6e61113039178d8630f716536a6528dd6d6133e310834801,scout,move
audio/classic/units/scv/attack/alias_scv_TSCYes00__5e0c8c9f23.wav,5e0c8c9f230d47391e4b4d7cb6f60b7248cfd4d0a0f287f034bf37b1624b8756,scv,attack
audio/classic/units/scv/attack/alias_scv_TSCYes01__81103ef8d4.wav,81103ef8d4e5585c10a4ec7c74ddb220eb87cf592258567645f3937d5d7c3c05,scv,attack
audio/classic/units/scv/attack/alias_scv_TSCYes03__c238923179.wav,c2389231791e8d51d6d90ba82864f6d2a0729447d67b41878b7d8426ad4728ed,scv,attack
audio/classic/units/scv/move/TSCYes00__5e0c8c9f23.wav,5e0c8c9f230d47391e4b4d7cb6f60b7248cfd4d0a0f287f034bf37b1624b8756,scv,move
audio/classic/units/scv/move/TSCYes01__81103ef8d4.wav,81103ef8d4e5585c10a4ec7c74ddb220eb87cf592258567645f3937d5d7c3c05,scv,move
audio/classic/units/scv/move/TSCYes03__c238923179.wav,c2389231791e8d51d6d90ba82864f6d2a0729447d67b41878b7d8426ad4728ed,scv,move
audio/classic/units/siege_tank/attack/alias_siege_tank_ttayes00__3025082403.wav,30250824030136d49aa17f35fb0afa517266a2bd9e9997d0626ff38c69c30c0f,siege_tank,attack
audio/classic/units/siege_tank/attack/alias_siege_tank_ttayes03__fd6685284f.wav,fd6685284f424432206e1775a498d171ce137bf8ccf5689205b40d3b62ff7adf,siege_tank,attack
audio/classic/units/siege_tank/death/TTaDth00__da9707ce9d.wav,da9707ce9d001389f57bb28b04c66f5d58b3712705d572cf17cf539d353dc301,siege_tank,death
audio/classic/units/siege_tank/move/ttayes00__3025082403.wav,30250824030136d49aa17f35fb0afa517266a2bd9e9997d0626ff38c69c30c0f,siege_tank,move
audio/classic/units/siege_tank/move/ttayes03__fd6685284f.wav,fd6685284f424432206e1775a498d171ce137bf8ccf5689205b40d3b62ff7adf,siege_tank,move
audio/classic/units/stalker/attack/alias_fenix_dragoon_UFDYes00__0d0474ce36.wav,0d0474ce363e77bc98728c15bd2b1e6527d5731a5a464f1d3609389858ce886c,stalker,attack
audio/classic/units/stalker/attack/alias_fenix_dragoon_UFDYes01__295a3fcc74.wav,295a3fcc745ccf62184b7c2a459043ccb578eea29c773bf187886d4cd1027be9,stalker,attack
audio/classic/units/stalker/attack/alias_fenix_dragoon_UFDYes03__c11ca8319b.wav,c11ca8319b6660d433eb592f2512a3a3bb2db73442a63c514c65096d151958f7,stalker,attack
audio/classic/units/stalker/chatter/alias_fenix_dragoon_UFDPss00__ee78704161.wav,ee787041615a32212d57466efd601f438f2f2153a279bbc951429876df47f6f6,stalker,chatter
audio/classic/units/stalker/chatter/alias_fenix_dragoon_UFDPss01__43b8200ad0.wav,43b8200ad0bb649a0a4bf71c852adb05c83c4eb9f9c4ae735ef9c889eede1e73,stalker,chatter
audio/classic/units/stalker/chatter/alias_fenix_dragoon_UFDPss02__d027136f15.wav,d027136f15abab4c1c1723f18b0e9d829f345b63a6e45ac0ca3548ca2e06818c,stalker,chatter
audio/classic/units/stalker/chatter/alias_fenix_dragoon_UFDPss03__12253ad5cb.wav,12253ad5cb270765445931e75bee1b36daeda3002e184560834fd184fad88262,stalker,chatter
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDWht00__2aa1ec452e.wav,2aa1ec452eed1b6283b9da0602cdd8fc3a2330733d374bda07410d42866dc8fa,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDWht01__d3f5e42da4.wav,d3f5e42da4e07828772877859ff684b27cedbc057572d5e7ffffd7ea261764f5,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDWht02__c31eacfd88.wav,c31eacfd88dd81ea2f71a3727e2508baf31fcd02e6250321388552cf3dfd14a0,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDWht03__de7092d932.wav,de7092d9329dc47a95013f721fcc7314be634b542000b19f5734b73d41ed9d7a,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDYes00__0d0474ce36.wav,0d0474ce363e77bc98728c15bd2b1e6527d5731a5a464f1d3609389858ce886c,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDYes01__295a3fcc74.wav,295a3fcc745ccf62184b7c2a459043ccb578eea29c773bf187886d4cd1027be9,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDYes02__ff60da3cd3.wav,ff60da3cd309872973bdff773514ee8ae690af1489bba445dff767d905a118f0,stalker,move
audio/classic/units/stalker/move/alias_fenix_dragoon_UFDYes03__c11ca8319b.wav,c11ca8319b6660d433eb592f2512a3a3bb2db73442a63c514c65096d151958f7,stalker,move
audio/classic/units/tassadar/death/UTaDth00__7a5545dba5.wav,7a5545dba5dd96af6334b119886d6fa327ecf343340a66618ad148ca3cfef977,tassadar,death
audio/classic/units/thor/attack/alias_goliath_TGoYes00__804d9b9a5a.wav,804d9b9a5ad2f56322d1731f9ab092da7509e3338f7cb2cd90897ed422740c73,thor,attack
audio/classic/units/thor/attack/alias_goliath_TGoYes01__5b274f891f.wav,5b274f891f2bed50cbec4df7babcd29075e83a65485bc849cfeba268717d0ae3,thor,attack
audio/classic/units/thor/attack/alias_goliath_TGoYes03__653bd7ccca.wav,653bd7ccca26bfc54e6b09a0478ed7098fb686e3152b3044654f3e7a80c31fa7,thor,attack
audio/classic/units/thor/chatter/alias_goliath_TGoPss00__80db3c9917.wav,80db3c9917d9921bd2b94b123d0de2462f10402b9b56ab5c42eeeec5dbcea02c,thor,chatter
audio/classic/units/thor/chatter/alias_goliath_TGoPss01__ea8216d194.wav,ea8216d19411b1027644c2766c8cbae545fc440ba5849028a8ae83ff0c5197c5,thor,chatter
audio/classic/units/thor/chatter/alias_goliath_TGoPss02__a5dc2ef296.wav,a5dc2ef296c4e88aafe6d94be26d476331afc08ad44fea9ba19137b25eb16cc0,thor,chatter
audio/classic/units/thor/chatter/alias_goliath_TGoPss03__476e1272b6.wav,476e1272b60c24b229882bb1b64b485f360867d583c43f8cd19a361a70972fd9,thor,chatter
audio/classic/units/thor/chatter/alias_goliath_TGoPss04__2fedd1a6b9.wav,2fedd1a6b9f2daa02d0d72c89ad4107202b00c87927e8c948bf1b78a2be490ce,thor,chatter
audio/classic/units/thor/chatter/alias_goliath_TGoPss05__303558e139.wav,303558e139e18155f262c6b8eea4b138887062a3944865a929bd03361f114ba3,thor,chatter
audio/classic/units/thor/death/alias_goliath_TGoDth00__7b21a9c75f.wav,7b21a9c75fd86827f2f22b7eaa7e6dd6ccd2ad1abeda5941aaca58281a8b9bac,thor,death
audio/classic/units/thor/move/alias_goliath_TGoRdy00__f4f8008c24.wav,f4f8008c24ca30d5d0c290ee47227cb5f7ee702f69e334ee093db9e6b1a2b8eb,thor,move
audio/classic/units/thor/move/alias_goliath_TGoWht00__e86a525394.wav,e86a5253940dff040857e02b63f8d5010f872984277ebcaba1ae84fb909cc23f,thor,move
audio/classic/units/thor/move/alias_goliath_TGoWht01__79abc573bf.wav,79abc573bfa0dd358d4d85eb14612920e1508ea2a6fbcb947b8676457a03792c,thor,move
audio/classic/units/thor/move/alias_goliath_TGoWht02__b8450d69ef.wav,b8450d69ef96d588d97a92c2324b768b16ed4a319974bd9f28ddfec35361e200,thor,move
audio/classic/units/thor/move/alias_goliath_TGoWht03__7fb95ecf4b.wav,7fb95ecf4bb7eb4d596ad5f88a0bd5dcc22021aa0cadeb155ef5765ac9f9fa47,thor,move
audio/classic/units/thor/move/alias_goliath_TGoYes00__804d9b9a5a.wav,804d9b9a5ad2f56322d1731f9ab092da7509e3338f7cb2cd90897ed422740c73,thor,move
audio/classic/units/thor/move/alias_goliath_TGoYes01__5b274f891f.wav,5b274f891f2bed50cbec4df7babcd29075e83a65485bc849cfeba268717d0ae3,thor,move
audio/classic/units/thor/move/alias_goliath_TGoYes02__08ea5cd4e1.wav,08ea5cd4e168591596dde9466c3efe7ace9539ed8f2bfe786dc8c687c96bb367,thor,move
audio/classic/units/thor/move/alias_goliath_TGoYes03__653bd7ccca.wav,653bd7ccca26bfc54e6b09a0478ed7098fb686e3152b3044654f3e7a80c31fa7,thor,move
audio/classic/units/viking/attack/alias_terran_phoenix_TPhYes01__4f86b035f2.wav,4f86b035f294760f466752736121d02f4ca62d0efde8c5fa569d08850b27d072,viking,attack
audio/classic/units/viking/attack/alias_terran_phoenix_TPhYes02__6aa36e5cc6.wav,6aa36e5cc65b482f5daf37951485850f61321864753788fd80e914ee2ced55cf,viking,attack
audio/classic/units/viking/attack/alias_terran_phoenix_TPhYes03__6c9b796b77.wav,6c9b796b770bdefe049b707d3edb8da71a8c828f2b87fe0f003a0a3a387e2b05,viking,attack
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss00__41ae8032bf.wav,41ae8032bf0eb853f1a9de52110dd88b67f1937950fd5fe255aeaba0d3e837e1,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss01__922a4444d6.wav,922a4444d6f3d9320d66541d82f211f42a3d372118a80d84afd0184b87b87730,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss02__3d0d055a82.wav,3d0d055a82727e8ade73f6a2167537f9fa0058e6c5fe1863a88ae8be4ecfa9dc,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss03__2d51767e95.wav,2d51767e9527677d2c73034a2b901686d04ac7d4881ca6b69a00065b867e44c3,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss04__cdaf19ba66.wav,cdaf19ba66a9670c3e624749fc3c29a538c72354da3d748658e45613a50f4c15,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss05__825ab2f6c7.wav,825ab2f6c7b9bf5afe414a36a75d8484f2cff481b77d9eb21f9a08c21d5c2eda,viking,chatter
audio/classic/units/viking/chatter/alias_terran_phoenix_TPhPss06__4fe01496f6.wav,4fe01496f630d26d70255ca1a7e5c5798b0a9cc87bde7299e79b45bd12291f29,viking,chatter
audio/classic/units/viking/move/alias_terran_phoenix_TPhRdy00__cc2c9704b9.wav,cc2c9704b98fd142ccb8f140d7ecc55259a3333b28025fdf3ddee4c8556ab209,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhWht00__652889173a.wav,652889173a4de42ca88c13c380ce64b00891ea7941f9c9574c4cc0a276c8a581,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhWht01__30a9202ed4.wav,30a9202ed4ca1a672fcaf905f1729edaeac89183dbba9c2d75103cde565cb8fa,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhWht02__a5f36e3700.wav,a5f36e370084bea2b3777200802361eee69fcdb0611535cf1eb447615b295923,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhWht03__55485fa393.wav,55485fa393cef70dd477cd9caca4dafc6d88758885e6720cb2d14d435b6dc7ab,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhYes00__1335d13cfb.wav,1335d13cfbbdd424c7b31566411ed41103295864086776651c1ac0ae59b9f282,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhYes01__4f86b035f2.wav,4f86b035f294760f466752736121d02f4ca62d0efde8c5fa569d08850b27d072,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhYes02__6aa36e5cc6.wav,6aa36e5cc65b482f5daf37951485850f61321864753788fd80e914ee2ced55cf,viking,move
audio/classic/units/viking/move/alias_terran_phoenix_TPhYes03__6c9b796b77.wav,6c9b796b770bdefe049b707d3edb8da71a8c828f2b87fe0f003a0a3a387e2b05,viking,move
audio/classic/units/void_ray/attack/alias_arbiter_pabYes00__01aeebc63b.wav,01aeebc63bb05e2f466cc57c613704891574257f10f01bd7018d1f318fee8a5b,void_ray,attack
audio/classic/units/void_ray/attack/alias_arbiter_pabYes01__a874575c21.wav,a874575c21a2539b104486ecd38d1f87f0365514047346af3928ed8d35df5e0c,void_ray,attack
audio/classic/units/void_ray/attack/alias_arbiter_pabYes02__c1e6e2e4c0.wav,c1e6e2e4c0477c81b41cd30e9c2dd703565177a61e153cc189ac9592d970a46e,void_ray,attack
audio/classic/units/void_ray/chatter/alias_arbiter_pabPss00__3a87a25641.wav,3a87a256417d13ba5fa6a845940c069a59f8c69663c99223786bf8555ef76dcf,void_ray,chatter
audio/classic/units/void_ray/chatter/alias_arbiter_pabPss01__e608bab11a.wav,e608bab11a354d8fe781dfdb527034576602043cd16781a5a5d492763ab8955a,void_ray,chatter
audio/classic/units/void_ray/chatter/alias_arbiter_pabPss02__ef3dbc7e79.wav,ef3dbc7e795112d84f1abeaef0997e5e4b6bff46455a426d585317a99c2adc49,void_ray,chatter
audio/classic/units/void_ray/chatter/alias_arbiter_pabPss03__7b72d687fa.wav,7b72d687faca7dee29086da83c7ee98afb812bc83adbfb9b5326fbfe43440371,void_ray,chatter
audio/classic/units/void_ray/chatter/alias_arbiter_pabPss04__2df8693246.wav,2df8693246fe006f60ce0d005a5000f113276638566b64130bb25f6cfceb33b3,void_ray,chatter
audio/classic/units/void_ray/move/alias_arbiter_pabRdy00__3b458a97a0.wav,3b458a97a07f433f338be9f8571839d47f14c0fbdfc5e72ab668b7659b7596f2,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabWht00__846a0ca39a.wav,846a0ca39af34377b647302c5b2900c448c5ca29b040b6f872ed799db6b71c6c,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabWht01__c518a18c8c.wav,c518a18c8c3034f487571a77e51eacdf001819490bf0bb34406c28eabe650a71,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabWht02__a06121fb08.wav,a06121fb08559e1925d411648f32c9fe0ad9974d128babb5ed5b72f00de8165b,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabWht03__a566c8b0d3.wav,a566c8b0d3fce5a419d55ab6b4d39ee1649594b9e3a8b7ff2e8faca263e52e5b,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabYes00__01aeebc63b.wav,01aeebc63bb05e2f466cc57c613704891574257f10f01bd7018d1f318fee8a5b,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabYes01__a874575c21.wav,a874575c21a2539b104486ecd38d1f87f0365514047346af3928ed8d35df5e0c,void_ray,move
audio/classic/units/void_ray/move/alias_arbiter_pabYes02__c1e6e2e4c0.wav,c1e6e2e4c0477c81b41cd30e9c2dd703565177a61e153cc189ac9592d970a46e,void_ray,move
audio/classic/units/vulture/chatter/tvupss00__5b047123eb.wav,5b047123ebaa555a42c8ab894f25b7d1bef13a24439c023f0b78ea7e246ca9b7,vulture,chatter
audio/classic/units/vulture/chatter/tvupss01__0438ee2879.wav,0438ee28795f439e7fb343cce833bb535b13955280823ecd2d59d4dbcb06990e,vulture,chatter
audio/classic/units/vulture/chatter/tvupss02__3e4e734a41.wav,3e4e734a4180e7346b903fb100442428a68bbe28877490c5e24ae82df45f4b38,vulture,chatter
audio/classic/units/vulture/chatter/tvupss03__50dec351ff.wav,50dec351ff1cdf8338b957bba5a820587b61afd01886c1002bb209aa93f5fe15,vulture,chatter
audio/classic/units/vulture/death/TVuDth00__ebbe9f601a.wav,ebbe9f601a9ae2fd2a581494192ea07c4f438266ca3094757a8e296ffa7d0984,vulture,death
audio/classic/units/vulture/move/TVuWht00__2a8d46b65c.wav,2a8d46b65c061b055d470902530ae7d8799088778aa5d8d388a553fd93a26033,vulture,move
audio/classic/units/vulture/move/tvurdy00__1e8040dfb1.wav,1e8040dfb1c0a944a4fbcb853b00da9deb7deba8c034d8c35ee92c30b79cb7bc,vulture,move
audio/classic/units/vulture/move/tvuwht01__c533b7c835.wav,c533b7c83557d3c335b43f03faf521a9f5391347591f060888dc2c840564ea93,vulture,move
audio/classic/units/vulture/move/tvuwht02__d86d65c703.wav,d86d65c703756ccaea844e9d99d9ce5d7420ee1fe8f2af1536ea3d7831127d34,vulture,move
audio/classic/units/vulture/move/tvuwht03__4b61c942cc.wav,4b61c942cc95fc3768bcd6afb8bbd7a67c2b4f59585ea914667b3451c9839b8b,vulture,move
audio/classic/units/vulture/move/tvuyes00__77980ed04f.wav,77980ed04f16b6edda1afea9f9b305c9fb0912cad1a7a6955121fd2c25bf1979,vulture,move
audio/classic/units/vulture/move/tvuyes01__86c00db3d2.wav,86c00db3d21b782fa27322f7547de0209ca7b818cdc79eb1741be585de139812,vulture,move
audio/classic/units/vulture/move/tvuyes02__df21b87536.wav,df21b87536b2076282730890a981e9ff8272009a4f280dbdab3140735e9b161e,vulture,move
audio/classic/units/vulture/move/tvuyes03__e95157ff3b.wav,e95157ff3bf7de54b472243eef6152a1ebc5c80aea9c1b205b323cb51ebbd317,vulture,move
audio/classic/units/zealot/attack/alias_zealot_PZeYes00__ca7107a567.wav,ca7107a5679b2ee5a6ed99e3bdb09e3ea85f506305cc3abc929a7f495ecc285c,zealot,attack
audio/classic/units/zealot/attack/alias_zealot_PZeYes01__897087a435.wav,897087a435ea3a17ead63e8fd05f0bf80312322aa7efc682a677d038bf7f4b9c,zealot,attack
audio/classic/units/zealot/attack/alias_zealot_PZeYes02__cae9e6f748.wav,cae9e6f7485147c8a4b512befdf2ce0bbe26d59dc88ab8ac9bd6980ad6aad5b2,zealot,attack
audio/classic/units/zealot/death/pzeDth00__43fe7cab0a.wav,43fe7cab0a00d507d2339832e1c8d688188fd1cbdfa762e26d3bf8a24454c03c,zealot,death
audio/classic/units/zealot/move/PZeYes00__ca7107a567.wav,ca7107a5679b2ee5a6ed99e3bdb09e3ea85f506305cc3abc929a7f495ecc285c,zealot,move
audio/classic/units/zealot/move/PZeYes01__897087a435.wav,897087a435ea3a17ead63e8fd05f0bf80312322aa7efc682a677d038bf7f4b9c,zealot,move
audio/classic/units/zealot/move/PZeYes02__cae9e6f748.wav,cae9e6f7485147c8a4b512befdf2ce0bbe26d59dc88ab8ac9bd6980ad6aad5b2,zealot,move
audio/classic/units/zeratul/death/UZeDth00__7a5545dba5.wav,7a5545dba5dd96af6334b119886d6fa327ecf343340a66618ad148ca3cfef977,zeratul,death
audio/units/colossus/chatter/Colossus_Pissed00.ogg,a2682fd3a1f0c5dec099b4fa79cd9ea62f27f848ff8a51189afe95ac965f5524,colossus,chatter
audio/units/colossus/chatter/Colossus_Pissed01.ogg,285dda8326df23bb321fd2c9d24a085c820607293b8a9fe8ffc47a4fb5682b96,colossus,chatter
audio/units/colossus/chatter/Colossus_Pissed02.ogg,c7bdac4c698740318889fc85ebe7407057f4ad99fe5c5052eb25bcf63a4a9a7c,colossus,chatter
audio/units/colossus/deploy_move/Colossus_What0.ogg,a2682fd3a1f0c5dec099b4fa79cd9ea62f27f848ff8a51189afe95ac965f5524,colossus,move
audio/units/colossus/deploy_move/Colossus_What1.ogg,285dda8326df23bb321fd2c9d24a085c820607293b8a9fe8ffc47a4fb5682b96,colossus,move
audio/units/colossus/deploy_move/Colossus_What2.ogg,c7bdac4c698740318889fc85ebe7407057f4ad99fe5c5052eb25bcf63a4a9a7c,colossus,move
audio/units/hellbat/attack/Hellion_Attack00.ogg,abd1f753cdc71599e2687bdf3d79d78eaca996383c400032cca7a316268c44f6,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack01.ogg,487eb6718a71299d661fb620f46ce864a01284159a69e8587de70ae3daa6ac40,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack02.ogg,ce6cb2816c9de8667ee48218b1ccaf2ebde8abba11f79c1be32165e424bcad0a,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack03.ogg,42465c3218986455c663dd61291a0e2d6999b2a802374706bd97eb29acbf3136,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack04.ogg,4465c327a071671e866b63a899f6291967590f1fb09cacdfec7690d766a6ab16,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack05.ogg,ad46a8eb0d451f4d4142614d79d73ad88200c6b94f91241162de8af3f812efb9,hellbat,attack
audio/units/hellbat/attack/Hellion_Attack06.ogg,c539444e50d537eb2f188434d7788c9d9bf23721e780aaf713da3c51bcd49bca,hellbat,attack
audio/units/hellbat/chatter/Hellion_Pissed00.ogg,a39960f6a525ccc1c5facd4a68354ccb2e1bc3253f39f3e6dcfca878904fdf2b,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed01.ogg,77d7d0dec372e30f824ddaa588db192f6ffdef6df5ea05960dd8fcda4e1b58f9,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed02.ogg,95346ac6c1aeb2dd59048493064bd599ebcfd27265d1153bb429e07bcf4ffcfd,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed03.ogg,080c94829c7b25ec05e05ad60c6e0c5b807df9d96bec2ad74003c0a98c5251e7,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed04.ogg,5e5012be38a34e9e2ebb963a3b4a6289bc0e0224751a963090bc59f79825b868,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed05.ogg,5c9ac71beb982d2b079a3edef0288bafe243b7a0b93b994a020bad727ffada67,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed06.ogg,7f2aac7a93c882838ec52dc9ea08a45046cd498c40f2312119109757af9e988c,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed07.ogg,8aa22cd9a31ea53d363266bde5345ae383241376cbe2a4a376e4aecf521e91d1,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed08.ogg,3f8cb7d134b1e9825e37e5376f9830238d689d056bcf9e961c79d1ae0d9f80cf,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed09.ogg,ce4266182a19c0f507790d3db35b6492bb86a5ed0c7a0fdb68fbdceb3a2c5280,hellbat,chatter
audio/units/hellbat/chatter/Hellion_Pissed10.ogg,00baf2a4436626d7b9f8b7c079d5462a5da623bdaf6b9504a5cae61046162104,hellbat,chatter
audio/units/hellbat/death/Hellion_Death02.wav,e956091a862b2ee3f69a40373ca6493a579b1cf797e1f449cb9d5561c7942563,hellbat,death
audio/units/hellbat/death/Hellion_Death03.wav,dd7a27a817a7735a94c2fa928a48a8ee0d7f5de0fe2b3d64f58e21d10e6c60c6,hellbat,death
audio/units/hellbat/death/Hellion_Death04.wav,62e560126b69b334732fe8ce645cf1c7dddfc0ed7933c0f6526f93e7e679175a,hellbat,death
audio/units/hellbat/death/Hellion_Death05.wav,3df104fa490222ea2663efe9a921c45c1e015ed6fd86ec8c43c2b569a1bc2f9f,hellbat,death
audio/units/hellbat/deploy_move/Hellion_Yes02.ogg,53ab4fea5784afe5bff217bce252f01ebb3bb1719fd47d0b72560ab5b6b4a25e,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes03.ogg,db2c47f4d7c078e0f55e494427494f26f6d3ea802e6f177613e6dd87aa3ed57d,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes04.ogg,3757f71eec58f83a438e86f6abc7b8d0b672d4c6fe153f339725ffa9601cf1b1,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes05.ogg,ba6c7b2804ba6307c0b09734f2188bbc40395815a0caa413d891e4ad7573e626,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes06.ogg,dd260ecc80b9373a203812a0e636ae4b7aeeeab06f9718c04ca463c66d1d7db2,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes07.ogg,3224819b12f463fd9a1eeebda44f576e7379d7018f23f495ad81e4bc82097cce,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes08.ogg,d62b43015ac8d8ff74b00a1128f4fc9d3bf750557b79e2f8d31846ef8a985a7f,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes09.ogg,2879c0a5245a13a55c7e69a988f976d0dfce52b70415dca12b32c3ba4be7fdb1,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes10.ogg,a149acf323e5cf35a2a9fddd056b721925ea67d27e5b109a940bbf54a5312611,hellbat,move
audio/units/hellbat/deploy_move/Hellion_Yes11.ogg,156c36527d41dc2d4b5446c7e72709a87490492df921b89c0f87d15e752ac20c,hellbat,move
