asset_path,roles,source,sha256
audio/units/hellion/canonical/f707d930fa41da1e__Hellion_Death00.wav,death,SC2 game-data canonical recovery,f707d930fa41da1eb8b6a9ccab25737993bd739c5c2f15360be97af27b2b5f00
audio/units/hellion/canonical/cf73216470d1a659__Hellion_Death01.wav,death,SC2 game-data canonical recovery,cf73216470d1a659e38a8a3ef3221abe386d8f8afaa8e04344d49a949194c3c5
audio/units/hellion/canonical/58ce839047a88e0d__Hellion_Ready00.ogg,move,SC2 game-data canonical recovery,58ce839047a88e0df6b7bd6a049232bb6a9cb464f9ecc9dac6ad65fa401bdc4d
audio/units/hellion/canonical/d5499b7a140af42e__Hellion_What00.ogg,move,SC2 game-data canonical recovery,d5499b7a140af42e064ad932907ab253e57f7e629a3564e5f8a24227c88cfaa5
audio/units/hellion/canonical/e11264d952025db2__Hellion_What01.ogg,move,SC2 game-data canonical recovery,e11264d952025db276ec202da5515819dcacf33a76a121a25bed659d6ab0257e
audio/units/hellion/canonical/c44786edbcff8bb9__Hellion_What02.ogg,move,SC2 game-data canonical recovery,c44786edbcff8bb9306fa3738731090b39f1b02f0aa981960e4226ed06b4f9f3
audio/units/hellion/canonical/f586bff0338cbbf5__Hellion_What03.ogg,move,SC2 game-data canonical recovery,f586bff0338cbbf5e83072884383ecaa2e13b5f7c3656f8a83636fbb438347f2
audio/units/hellion/canonical/b12b44ed42ef223c__Hellion_What04.ogg,move,SC2 game-data canonical recovery,b12b44ed42ef223c1ece49d99ebcb5e86a047465e5d7a5b3e510e21158a74340
audio/units/hellion/canonical/adb9a3373591a497__Hellion_What05.ogg,move,SC2 game-data canonical recovery,adb9a3373591a497bf0ee8d29675151d8c9e04c28a251f7097a4f5ac54c61f01
audio/units/hellion/canonical/ce650f51d45b7ccc__Hellion_Yes00.ogg,move,SC2 game-data canonical recovery,ce650f51d45b7ccc5f2bb9618172e4ab0d43eb9c095f353c1efb57b95bae7661
audio/units/hellion/canonical/b14e4ffe3cf388c2__Hellion_Yes01.ogg,move,SC2 game-data canonical recovery,b14e4ffe3cf388c299382ab0d84de83edec89341735e3147eeea624a01685a24
audio/units/high_templar/canonical/be821dde52420483__HighTemplar_Death0.wav,death,SC2 game-data canonical recovery,be821dde524204837409ffaf56a7379ecfaec5df044c361d3618bc09f4fd245c
audio/units/high_templar/canonical/c8983f291fd9a546__HighTemplar_Ready00.ogg,move,SC2 game-data canonical recovery,c8983f291fd9a546b8710efa4dd580bf3457978878866370f4bd01d36abf1fa1
audio/units/high_templar/canonical/3bae23e3a4d60b40__HighTemplar_What00.ogg,move,SC2 game-data canonical recovery,3bae23e3a4d60b403b191de53d65dae738948a169a57e7f084f628bbbed93a0a
audio/units/high_templar/canonical/1c54bf537aa1d178__HighTemplar_What01.ogg,move,SC2 game-data canonical recovery,1c54bf537aa1d178b2c090f199d1e3da55dcb0e669988f2b3f61ce2f2a884953
audio/units/high_templar/canonical/2bc2400336ef7de9__HighTemplar_What02.ogg,move,SC2 game-data canonical recovery,2bc2400336ef7de903ecc00ad34db5a58073081af4cf0ef82cf1442d59cda3ee
audio/units/high_templar/canonical/3212a393d349e059__HighTemplar_What03.ogg,move,SC2 game-data canonical recovery,3212a393d349e059211b2dec3e988d49c5613347abd621398ad81e7216b82ae3
audio/units/infestor/canonical/5f73b35e09d9512c__Infestor_Death0.wav,death,SC2 game-data canonical recovery,5f73b35e09d9512ceb35a26bb8abf68bb0c0cabce591c8566fc40a263bc72fc2
audio/units/infestor/canonical/0f9c36991a4c548f__Infestor_Ready0.ogg,move,SC2 game-data canonical recovery,0f9c36991a4c548f12731e2c70a6117e60ef62e713559e448ae2467f062be4f7
audio/units/infestor/canonical/f41e9651308fa2c6__Infestor_Ready1.ogg,move,SC2 game-data canonical recovery,f41e9651308fa2c6b8016fdc95c27df5c4e4141bbb4ccebd4e103408bbfadccb
audio/units/infestor/canonical/0799ddbbe9cdf55f__Infestor_What3.ogg,move,SC2 game-data canonical recovery,0799ddbbe9cdf55f0009c846247668aa6207c660c6961dc0116abd7709d0089d
audio/units/infestor/canonical/e3be13ea8988da56__Infestor_What4.ogg,move,SC2 game-data canonical recovery,e3be13ea8988da5673c1bdc6fdcd26a0dd4296716d963772aee32f27a4b93f85
audio/units/infestor/canonical/f18b4c1fcc93639e__Infestor_What5.ogg,move,SC2 game-data canonical recovery,f18b4c1fcc93639e7a4e88496302b28d2bda1c5d14865da350d08182ee9b404e
audio/units/infestor/canonical/b0a208444c8ac812__Infestor_What6.ogg,move,SC2 game-data canonical recovery,b0a208444c8ac812fe518358aa38ca965879809aac67391e1d96a8304e172909
audio/units/infestor/canonical/07c19fcf386510f7__Infestor_What0.ogg,move|chatter,SC2 game-data canonical recovery,07c19fcf386510f7408b4ae4871edc063d7f28a10cfb34aa1858b85cdd1d5596
audio/units/infestor/canonical/aaf26f168550f5ec__Infestor_What1.ogg,move|chatter,SC2 game-data canonical recovery,aaf26f168550f5ec6a4da6735d5ad628bf874e9427665a2fe942ee842a6bbca5
audio/units/infestor/canonical/8bdd087be43c2e66__Infestor_What2.ogg,move|chatter,SC2 game-data canonical recovery,8bdd087be43c2e66ac518d4ec4633e0e049f079af31952e65f62faca21cc709a
audio/units/lurker/canonical/794f5ec1237dee12__Lurker_Attack0.ogg,attack,SC2 game-data canonical recovery,794f5ec1237dee12e9233a408cd91ebc45384fa95532b9fbc1418e103350ca86
audio/units/lurker/canonical/6b71e3dc65498ff4__Lurker_Attack1.ogg,attack,SC2 game-data canonical recovery,6b71e3dc65498ff4e52cf92ba5c7345a504a11fcb0df000cfb6374577289dafa
audio/units/lurker/canonical/f41f647e8ac5ae17__Lurker_Attack2.ogg,attack,SC2 game-data canonical recovery,f41f647e8ac5ae177d59a5ce7d237e32470aac468295330032b5def587229f20
audio/units/lurker/canonical/b593818d6fddcd5d__Lurker_Death0.wav,death,SC2 game-data canonical recovery,b593818d6fddcd5d9dbcad0fe92f267ef3cf3df2a38c6e2440ff9f145e0dfe33
audio/units/lurker/canonical/357bf496315f6fd6__Lurker_Death1.wav,death,SC2 game-data canonical recovery,357bf496315f6fd6cddc59de2b8bd24a3d201fd0ab5b97814ef5f315823f39b8
audio/units/lurker/canonical/d97a82a5d2c707cc__Lurker_Ready0.ogg,move,SC2 game-data canonical recovery,d97a82a5d2c707ccf75b798530345ec0aec840ccc68ff451d621475fdb93d522
audio/units/lurker/canonical/f349d8436704409c__Lurker_Ready1.ogg,move,SC2 game-data canonical recovery,f349d8436704409c46b4d1b2b2267f5965aa3928499c72e98433be164d844612
audio/units/lurker/canonical/15127352eb5e6d45__Lurker_What0.ogg,move,SC2 game-data canonical recovery,15127352eb5e6d451a4621abeb5dc7446c13caa0f2fe236eae4f6821e4fe21e9
audio/units/lurker/canonical/ca3c9e6908278b17__Lurker_What1.ogg,move,SC2 game-data canonical recovery,ca3c9e6908278b1743b276f1cc1ee598cfe9f29a165fffe989a0753cd1c7c216
audio/units/lurker/canonical/f4073d6946fa8c68__Lurker_What2.ogg,move,SC2 game-data canonical recovery,f4073d6946fa8c684509c954935ac54a78f37cee66c03e04cb27554aaf6987ce
audio/units/lurker/canonical/f0fddb7c012d61f0__Lurker_What3.ogg,move,SC2 game-data canonical recovery,f0fddb7c012d61f0c2c745f2b45cddcfb4199ee348f91759cf51a1d0ad0660e8
audio/units/lurker/canonical/1119139be16fb396__Lurker_What4.ogg,move,SC2 game-data canonical recovery,1119139be16fb396d891348d8113b28c8ff253eef78088ef6ed93cb54ad5535a
audio/units/lurker/canonical/73d4e27465fd65f9__Lurker_What5.ogg,move,SC2 game-data canonical recovery,73d4e27465fd65f918ed8877c326b5ea44b0c38a43603f6a4953108f8348ff3f
audio/units/lurker/canonical/84ecfbbe907db543__Lurker_What6.ogg,move,SC2 game-data canonical recovery,84ecfbbe907db5439a994908a61cb2a72e56780bb7b9abd19e0d3a9ecca576a6
audio/units/lurker/canonical/037671ae8828b1b8__Lurker_What7.ogg,move,SC2 game-data canonical recovery,037671ae8828b1b878b890e07fa74fc0fffa38b276a8ec9ddc38f35fc0a500b6
audio/units/marauder/canonical/85f6964ec7ee04f7__Marauder_Death00.wav,death,SC2 game-data canonical recovery,85f6964ec7ee04f7822561390e034bd2085fc8ede37e15638214e4df785e60cc
audio/units/marine/canonical/a1ec93d95dca1b0e__Marine_Death00.wav,death,SC2 game-data canonical recovery,a1ec93d95dca1b0eedd21f59769c060118d3862c8280486f4de8e01135cf4f7b
audio/units/marine/canonical/99bfea009fd3b76b__Marine_Death01.wav,death,SC2 game-data canonical recovery,99bfea009fd3b76b4e3c124662fed3559236b34cabf32dd31b7edd1d2c109b2c
audio/units/marine/canonical/99829831a1a6e796__Marine_Yes00.ogg,move,SC2 game-data canonical recovery,99829831a1a6e7968bf6ec7933ed3a765d7d7beaf74d8cfd8f788482e925c3d9
audio/units/marine/canonical/abf3beea2818bc1c__Marine_Yes01.ogg,move,SC2 game-data canonical recovery,abf3beea2818bc1cc5a41e59a4f988f721e1066b6982cde615b57ee9f1732e4c
audio/units/marine/canonical/1c7875612da270d8__Marine_Yes02.ogg,move,SC2 game-data canonical recovery,1c7875612da270d8f04329576e90b3bd8a8cb5eef7395531a5f8c7fe00f25d7e
audio/units/marine/canonical/9434340bd005e86d__Marine_Yes03.ogg,move,SC2 game-data canonical recovery,9434340bd005e86d47ad24341efa435689c75c753328c972dfec93278594ffb9
audio/units/marine/canonical/c4ec5eb61a756935__Marine_Yes04.ogg,move,SC2 game-data canonical recovery,c4ec5eb61a756935ae1e7c6874c086e82f898c71920e779a7cb276d2e70d6bd0
audio/units/marine/canonical/7833881bdea05285__Marine_Yes05.ogg,move,SC2 game-data canonical recovery,7833881bdea05285d6224eaac9bfe953f710bda542f54fbb526328be542569c7
audio/units/medivac/canonical/4b84bf7215335a6e__Medivac_Ready00.ogg,move,SC2 game-data canonical recovery,4b84bf7215335a6eebfe974342f75cbacf8ef4cd7dd9b6f2f9808117510b9941
audio/units/medivac/canonical/2dcd4885ab4c2363__Medivac_What00.ogg,move,SC2 game-data canonical recovery,2dcd4885ab4c23637fcc7fec57dcc751226b9751bcea4644ef83018e44fae64b
audio/units/medivac/canonical/e93c18ea39f2c3f9__Medivac_What01.ogg,move,SC2 game-data canonical recovery,e93c18ea39f2c3f938674b78ae9b8703ec876e30ecdb66b93baf65c3c5c82988
audio/units/medivac/canonical/da1d8eace8e9af48__Medivac_What02.ogg,move,SC2 game-data canonical recovery,da1d8eace8e9af486c004be5123bbc0da064cd533e94a256845fc9be5aaeefb5
audio/units/medivac/canonical/94b52b87e3db595c__Medivac_What03.ogg,move,SC2 game-data canonical recovery,94b52b87e3db595c8e8344ad833f4694d37d887b6d17cc1f9d6e6bd069a892e2
audio/units/medivac/canonical/4e7fba1faba28329__Medivac_What04.ogg,move,SC2 game-data canonical recovery,4e7fba1faba28329a6cbbe463bd82dfb67cca76f317cfbc006eeb42ada2cff07
audio/units/medivac/canonical/821e64e622518ebf__Medivac_What05.ogg,move,SC2 game-data canonical recovery,821e64e622518ebf65bd56d6472fdaac6a1e42bc39c9acc4b27abd617d97ab37
audio/units/medivac/canonical/f045d232d9267cfe__Medivac_What06.ogg,move,SC2 game-data canonical recovery,f045d232d9267cfe8d24458b5f47c397e5507e3d8d15c3bfb7fe5d8d1940e4d1
audio/units/medivac/canonical/0b2c2c28152164cc__Medivac_Yes00.ogg,move,SC2 game-data canonical recovery,0b2c2c28152164ccc827c37ed61ef669715a182c2407a58c4c7f93993b1380fe
audio/units/medivac/canonical/a315d03a37fd3eef__Medivac_Yes01.ogg,move,SC2 game-data canonical recovery,a315d03a37fd3eef9e3b2658158662f99dac89cd9db1d04230c0511ec36abf3e
audio/units/medivac/canonical/0dbbc1a60163b678__Medivac_Yes02.ogg,move,SC2 game-data canonical recovery,0dbbc1a60163b67862673f7a2941bbee439f6e4b35e8c33786e672cf493bf2f3
audio/units/mothership/canonical/7817e4af6be15197__Mothership_Ready00.ogg,move,SC2 game-data canonical recovery,7817e4af6be1519747e083a16d4a55b2ffacef4534a98b2c0f8d72ebd46dfcba
audio/units/mothership/canonical/2cc2242ebe85d878__Mothership_What00.ogg,move,SC2 game-data canonical recovery,2cc2242ebe85d878c1c98fe27f39af358d2fbc3d7a4008f8a026154c89beb13e
audio/units/mothership/canonical/ac2c128bbc4c8b18__Mothership_What01.ogg,move,SC2 game-data canonical recovery,ac2c128bbc4c8b1872a4d10a01f3b9ec4819dfaf217aff4cb6b12b54f1e74d10
audio/units/mothership/canonical/aef2d737c23fad2d__Mothership_What02.ogg,move,SC2 game-data canonical recovery,aef2d737c23fad2da9e3b02a9e6ee7719fc91ef03bd1e3025c145b1fcfea8fae
audio/units/mothership/canonical/e0711a9a0967c49d__Mothership_What03.ogg,move,SC2 game-data canonical recovery,e0711a9a0967c49d4a92272db5ca0136e9cde6a8536accb70b2b5f22eed79679
audio/units/mothership/canonical/be781eb10de16afd__Mothership_What04.ogg,move,SC2 game-data canonical recovery,be781eb10de16afd02be695d21002f1719073d0debacff0baaf94c4259d016e9
audio/units/mutalisk/canonical/b4b309a2bf9afb3e__Mutalisk_Attack00.ogg,attack,SC2 game-data canonical recovery,b4b309a2bf9afb3e1cb99aed838f0f3a7eb2b8117daf330844b7f4ec5f093a00
audio/units/mutalisk/canonical/3770e88d1bf25b05__Mutalisk_Attack01.ogg,attack,SC2 game-data canonical recovery,3770e88d1bf25b055985aceabdaf9362ee7e26ae05169bca3bbdc85761e17cc2
audio/units/mutalisk/canonical/b797eeebc5f23cfb__Mutalisk_Attack02.ogg,attack,SC2 game-data canonical recovery,b797eeebc5f23cfba4facbf26a086d1fddeb1fcee85290c0145cd9d8eb305136
audio/units/mutalisk/canonical/c891fd0f08c02346__Mutalisk_Attack03.ogg,attack,SC2 game-data canonical recovery,c891fd0f08c02346ad8ab1f2210e629e9703165dd44fa6266a904dc599bcd72e
audio/units/mutalisk/canonical/5e03d19f43c749a1__Mutalisk_Ready0.ogg,move,SC2 game-data canonical recovery,5e03d19f43c749a1f3c8082591b490e49e53ef664248ae2b23e155201161e6af
audio/units/mutalisk/canonical/7d45a1c5fa8968f6__Mutalisk_Ready1.ogg,move,SC2 game-data canonical recovery,7d45a1c5fa8968f61f12d663fe127917e2946e73916ccc7ec4ca2799e93b7568
audio/units/mutalisk/canonical/29e711e4157b4ff3__Mutalisk_Ready2.ogg,move,SC2 game-data canonical recovery,29e711e4157b4ff3ee00c32cfd225b20a46f54af1bb351f396069d21e16512a5
audio/units/mutalisk/canonical/d0f17521d23cbaa1__Mutalisk_Ready3.ogg,move,SC2 game-data canonical recovery,d0f17521d23cbaa155bcb01f0d83e7b29609ce38626545a4c4c48f973ca3765c
audio/units/mutalisk/canonical/f6bbb89f563dab48__Mutalisk_Yes00.ogg,move,SC2 game-data canonical recovery,f6bbb89f563dab4823a4bba3ebfe6c62053c78d0b93939b2aef11beba1330c3a
audio/units/mutalisk/canonical/14b82a7fa8fa5fbb__Mutalisk_What0.ogg,move|chatter,SC2 game-data canonical recovery,14b82a7fa8fa5fbb13aedcb5b97706f0c2fcd9888019d1b581c1b62e82124123
audio/units/mutalisk/canonical/e83864685b3dab0e__Mutalisk_What1.ogg,move|chatter,SC2 game-data canonical recovery,e83864685b3dab0eeeab93dcbafa601d4e4fb235af05cffd553e2da1516e8653
audio/units/mutalisk/canonical/7901f3438f2fc76f__Mutalisk_What2.ogg,move|chatter,SC2 game-data canonical recovery,7901f3438f2fc76f7997be34d6176f74363c69ac574c054984763e3e89950495
audio/units/mutalisk/canonical/3fbacc0899a412e0__Mutalisk_What3.ogg,move|chatter,SC2 game-data canonical recovery,3fbacc0899a412e03ef888ea84b3fd3114cf49024d9fe7e2616d40c7f95fc6f3
audio/units/mutalisk/canonical/30b8397b6c7cc20d__Mutalisk_What4.ogg,move|chatter,SC2 game-data canonical recovery,30b8397b6c7cc20d6b9c44def8e5a88ad252bbd4e5dd50d1c76137999f9b4fa2
audio/units/mutalisk/canonical/411f016b931d821d__Mutalisk_What5.ogg,move|chatter,SC2 game-data canonical recovery,411f016b931d821d7cf89d1d044302387685f217e8f29c0f5b6457732958d69e
audio/units/mutalisk/canonical/f6277fd97c022aed__Mutalisk_What6.ogg,move|chatter,SC2 game-data canonical recovery,f6277fd97c022aed83762a0367a965a83a7976c6c1dbf765530a2e0ef90003c7
audio/units/mutalisk/canonical/26cc738565c47280__Mutalisk_What7.ogg,move|chatter,SC2 game-data canonical recovery,26cc738565c472804ecca3ee657681b8bff3e2d3ebe4f95b6e08243f5c6278f7
audio/units/mutalisk/canonical/3dd8f35cb8bcf2e8__Mutalisk_What8.ogg,move|chatter,SC2 game-data canonical recovery,3dd8f35cb8bcf2e8bd23b812959a4c2f865b2f3e7a633d4ae3ffd42af6cf4de8
audio/units/mutalisk/canonical/316ed1df29238231__Mutalisk_What9.ogg,move|chatter,SC2 game-data canonical recovery,316ed1df29238231689ba64d91b42fbf727c82b6804e5c74698dc892a2c71828
audio/units/nova/canonical/0706ba1abb1cb3ab__Nova_Death02.wav,death,SC2 game-data canonical recovery,0706ba1abb1cb3abe54bfbc5ee1e54eea06609da8caa64ab18843daab5e96470
audio/units/observer/canonical/c6ef5e2a3f88ad77__Observer_Ready00.ogg,move,SC2 game-data canonical recovery,c6ef5e2a3f88ad77130b5acaf1156c2ac5e3ff5ea12038346d3ddc352bc65130
audio/units/observer/canonical/332fbec01d8402e1__Observer_Ready01.ogg,move,SC2 game-data canonical recovery,332fbec01d8402e1530a5084fdfca39c66ccf7d197ac5d275af51c1f8ee68b75
audio/units/observer/canonical/6fb811e602c1d87d__Observer_What00.ogg,move,SC2 game-data canonical recovery,6fb811e602c1d87d5fb6ddc4234325a90f2e8d2d3af179e51dec4f07095b62e7
audio/units/observer/canonical/3bda8bc79b282135__Observer_What01.ogg,move,SC2 game-data canonical recovery,3bda8bc79b2821351e52ddc78a369759bc0b27efda91e151c5a68115906e6e0d
audio/units/oracle/canonical/76c27aca297391a3__zVO_ProtossOracle_ProtossFlyingCaster_014.ogg,attack|move,SC2 game-data canonical recovery,76c27aca297391a32821a29ffba72c3c49c2fa52915121848c57a33ab0f7ae5b
audio/units/oracle/canonical/73ed833459d51972__zVO_ProtossOracle_ProtossFlyingCaster_015.ogg,attack|move,SC2 game-data canonical recovery,73ed833459d519723af6a540c0b42cd78d5e0e34bd8e40b15d47da50f08fa172
audio/units/oracle/canonical/5d18b78ddf1d8c32__zVO_ProtossOracle_ProtossFlyingCaster_016.ogg,attack|move,SC2 game-data canonical recovery,5d18b78ddf1d8c321b98782081fe8e71494be9f3ad295cb0c4ceb9811ce169f1
audio/units/oracle/canonical/b4d92a7bc5b68939__zVO_ProtossOracle_ProtossFlyingCaster_017.ogg,attack|move,SC2 game-data canonical recovery,b4d92a7bc5b68939553472be47feab0067a62ff1c31a8b00622a833841f5637c
audio/units/oracle/canonical/551ff5709aee69d0__zVO_ProtossOracle_ProtossFlyingCaster_018.ogg,attack|move,SC2 game-data canonical recovery,551ff5709aee69d0969418c8936440f4a6527886d7f97e80635428357d004ab0
audio/units/oracle/canonical/0b1b69eb6c83fec8__zVO_ProtossOracle_ProtossFlyingCaster_019.ogg,attack|move,SC2 game-data canonical recovery,0b1b69eb6c83fec8b05960861c8dd4d955f30940c49321808977a5d607468b45
audio/units/oracle/canonical/a7ae45b20f703938__zVO_ProtossOracle_ProtossFlyingCaster_020.ogg,attack|move,SC2 game-data canonical recovery,a7ae45b20f70393865d3f75a6143c341ec0a1245c67db6748b78511b0a237023
audio/units/oracle/canonical/f19e549e7d11ab88__zVO_ProtossOracle_ProtossFlyingCaster_021.ogg,attack|move,SC2 game-data canonical recovery,f19e549e7d11ab88f1074170d2f042120a6ad0e121018296317bef58c94a721d
audio/units/oracle/canonical/598e17fef0b871b0__zVO_ProtossOracle_ProtossFlyingCaster_025.ogg,chatter,SC2 game-data canonical recovery,598e17fef0b871b055b6d80c9ebe6eb6fb6ffabdd9cac7c1c1cd28df5797ab04
audio/units/oracle/canonical/0e8bee3a0966afe2__zVO_ProtossOracle_ProtossFlyingCaster_026.ogg,chatter,SC2 game-data canonical recovery,0e8bee3a0966afe2c9a0cd89dbea64c4f535eeadadf8725c50e9b4c246eda78c
audio/units/oracle/canonical/1f2a0c06a3f49e7f__zVO_ProtossOracle_ProtossFlyingCaster_027.ogg,chatter,SC2 game-data canonical recovery,1f2a0c06a3f49e7fa278eadda8e22f144d4f4b414dd9fe698245806e0fb7720e
audio/units/oracle/canonical/daa78e1729b60b35__zVO_ProtossOracle_ProtossFlyingCaster_028.ogg,chatter,SC2 game-data canonical recovery,daa78e1729b60b35261bd21aad53ba3c995b80617bb49cf69e264f6f4018fde5
audio/units/oracle/canonical/80533a2b03b64843__zVO_ProtossOracle_ProtossFlyingCaster_029.ogg,chatter,SC2 game-data canonical recovery,80533a2b03b64843397e9ffac21e371bb15636cf6a78820c0755c41ccbe96098
audio/units/oracle/canonical/e7a26f0768c1e3b6__zVO_ProtossOracle_ProtossFlyingCaster_030.ogg,chatter,SC2 game-data canonical recovery,e7a26f0768c1e3b65ad97031634e63bd5e35e80ead202f06fe6180c2678b744d
audio/units/oracle/canonical/4ef2f8836aed216e__zVO_ProtossOracle_ProtossFlyingCaster_031.ogg,chatter,SC2 game-data canonical recovery,4ef2f8836aed216edcd8bf9d0d660512f0a216be7686986665b5edf87edddb4a
audio/units/oracle/canonical/2ecbcdb40ecdce28__zVO_ProtossOracle_ProtossFlyingCaster_032.ogg,chatter,SC2 game-data canonical recovery,2ecbcdb40ecdce28b8511544f67120ce3a0041f4aff288c05c073cc817ce9a9c
audio/units/oracle/canonical/b2208f000dc96279__zVO_ProtossOracle_ProtossFlyingCaster_034.ogg,chatter,SC2 game-data canonical recovery,b2208f000dc962795147d04511eab712de4ad8fff348d1383c1f053d73701a48
audio/units/oracle/canonical/292f340224445e62__zVO_ProtossOracle_ProtossFlyingCaster_024.ogg,death,SC2 game-data canonical recovery,292f340224445e62d48591409529b9c72adeb4337ce427e6088a6a3084ad9557
audio/units/oracle/canonical/eeb1b26843f5b2f5__zVO_ProtossOracle_ProtossFlyingCaster_005.ogg,move,SC2 game-data canonical recovery,eeb1b26843f5b2f5994f63c583a30a68cdc02de89760a4ff3bef4041577a5243
audio/units/oracle/canonical/054867e93a6622de__zVO_ProtossOracle_ProtossFlyingCaster_006.ogg,move,SC2 game-data canonical recovery,054867e93a6622dec19cd576aab990cc70f878085d0391eb659e8e2a2bfdc33f
audio/units/oracle/canonical/ea2ffba2ee212792__zVO_ProtossOracle_ProtossFlyingCaster_007.ogg,move,SC2 game-data canonical recovery,ea2ffba2ee2127927355d7835aca0dfc2b4f9c8923410dfbf5ab060dab4d84ec
audio/units/oracle/canonical/0fd96bd98a656547__zVO_ProtossOracle_ProtossFlyingCaster_008.ogg,move,SC2 game-data canonical recovery,0fd96bd98a656547e9ad95b87918c8b21e3d008e28311da03b5d60828ff62c97
audio/units/oracle/canonical/dad58ebd58545e67__zVO_ProtossOracle_ProtossFlyingCaster_009.ogg,move,SC2 game-data canonical recovery,dad58ebd58545e678564f4c2bd26c8d1d7d6ef27e8d11a557069b0ddb5944372
audio/units/oracle/canonical/6af2eaf51afd9760__zVO_ProtossOracle_ProtossFlyingCaster_010.ogg,move,SC2 game-data canonical recovery,6af2eaf51afd9760343609574d7561dfa0b182e34d3fe57b40516889b82dc9ef
audio/units/oracle/canonical/dd7231b819003a9a__zVO_ProtossOracle_ProtossFlyingCaster_011.ogg,move,SC2 game-data canonical recovery,dd7231b819003a9a690cda9e4f2676037b04b4285007300c2d4d0fb207e56c68
audio/units/oracle/canonical/3bca2a7dede457dc__zVO_ProtossOracle_ProtossFlyingCaster_012.ogg,move,SC2 game-data canonical recovery,3bca2a7dede457dc8c1ee9f5f5429c1c942653dacc5604fb11a6e05f704ff0ad
audio/units/oracle/canonical/96b67d5965c3d4ff__zVO_ProtossOracle_ProtossFlyingCaster_013.ogg,move,SC2 game-data canonical recovery,96b67d5965c3d4ff71be048dabbe38b132dabff5f00741855ae6832e046439d0
audio/units/overlord/canonical/ee3a14eb95cacedf__Overlord_Death0.wav,death,SC2 game-data canonical recovery,ee3a14eb95cacedfacb1f1cc3fea116ea7724bd9246f8824259b9b0d4bea411f
audio/units/overlord/canonical/6a7edce1da4904c4__Overlord_Death1.wav,death,SC2 game-data canonical recovery,6a7edce1da4904c4cff7163f56086c5c3e6304f71457718eeaee874262485823
audio/units/overlord/canonical/4b245a6ca6a91ff6__Overlord_Death2.wav,death,SC2 game-data canonical recovery,4b245a6ca6a91ff60f5c8a54ede811b535eef3106d68001e7d0c4086b5e2438b
audio/units/overlord/canonical/6d5297797fa76865__Overlord_Ready0.ogg,move,SC2 game-data canonical recovery,6d5297797fa76865a12cbaae63e4d1b45e3d86d91109ff9b36ba135cbd95fa21
audio/units/overlord/canonical/73aae6c657e4ac1a__Overlord_Ready1.ogg,move,SC2 game-data canonical recovery,73aae6c657e4ac1a8f117459eaf00dd49bf926136651ad409cc52deed4bd44f1
audio/units/overlord/canonical/6b747c53402854fa__Overlord_What2.ogg,move,SC2 game-data canonical recovery,6b747c53402854faec64627c8291a28e3e6fa41311d85ee3bd98b6ef8489dff1
audio/units/overlord/canonical/28870814a8a46efd__Overlord_What3.ogg,move,SC2 game-data canonical recovery,28870814a8a46efd2488f6532aee7d99c605f70653b657fda55b56fe5ef03f62
audio/units/overlord/canonical/411a6f7d7a9084a1__Overlord_What4.ogg,move,SC2 game-data canonical recovery,411a6f7d7a9084a1ccfcca440cfd65776626ba987d0d6a7f7944c928dc0d5599
audio/units/overlord/canonical/da0096d78aa31d15__Overlord_What5.ogg,move,SC2 game-data canonical recovery,da0096d78aa31d151616203980c348cdedc5a47eac151c510da62d16ea80526e
audio/units/overlord/canonical/089ed882fe3e3862__Overlord_What6.ogg,move,SC2 game-data canonical recovery,089ed882fe3e386288203b11a37a6a82a20daddb4801b508ca01732484cef7e7
audio/units/overlord/canonical/25525383c0c7c040__Overlord_What7.ogg,move,SC2 game-data canonical recovery,25525383c0c7c040e4289f09442e10f6a1c81b6592fc7db9f6d833e2215c8183
audio/units/overlord/canonical/7d0ea308b8834dfc__Overlord_What8.ogg,move,SC2 game-data canonical recovery,7d0ea308b8834dfc4cc25f06bd3d8204bb8d26321ed41c04892c1f35e2b5fed0
audio/units/overlord/canonical/be10564ea4821cc0__Overlord_What0.ogg,move|chatter,SC2 game-data canonical recovery,be10564ea4821cc037eba9469d23e94d25e093d598d8750093e7c39f9a80953a
audio/units/overlord/canonical/e9a771b48f1117dd__Overlord_What1.ogg,move|chatter,SC2 game-data canonical recovery,e9a771b48f1117dd394ac359a09929eec3304913187b83b9772a36144508d8fd
audio/units/overseer/canonical/7adaec42755c356d__Overseer_Death0.wav,death,SC2 game-data canonical recovery,7adaec42755c356d56c4d2f6f3f75847c5aa4928ce88a93921889eb9a01e2680
audio/units/overseer/canonical/2c461eede2543480__Overseer_Ready0.ogg,move,SC2 game-data canonical recovery,2c461eede25434802799a35b8d2ad0ef099034dbb393ac775526db6b9be6f589
audio/units/overseer/canonical/d9e4b60ebc1fa1fe__Overseer_What1.ogg,move,SC2 game-data canonical recovery,d9e4b60ebc1fa1feaef31e44c478d4b85bb8cf9dfc3a7214851cc627f30de4c4
audio/units/overseer/canonical/4ae6d37ae6d02aca__Overseer_What2.ogg,move,SC2 game-data canonical recovery,4ae6d37ae6d02acaaca3d7caa8d25aa660c36db8399a5415ae03b6c729cc4584
audio/units/overseer/canonical/a3581c59a3ea10ed__Overseer_What3.ogg,move,SC2 game-data canonical recovery,a3581c59a3ea10ed589f04cbc6babf578ca509d8430b04ac6f87bfd98e06469f
