asset_path,role,source_filename,physical_source_path,sha256,bytes,source_duration_ms,runtime_start_ms,runtime_fade_out_start_ms,runtime_fade_out_duration_ms,gain,notes
audio/ui/intro/welcome_corridor_ambience.ogg,CORRIDOR_AMBIENCE,Ambience_HyperionBridgeRumble.ogg,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\liberty.sc2campaign\base.sc2assets\Assets\Sounds\Uni\Ambience\Sets\Ambience_HyperionBridgeRumble.ogg,e11bee35779e0810cd90d21d3f22275025a2184e54266db496f8088ea37e22d9,973952,60009,0,4000,2000,0.065,Original SC2 bytes; runtime stops after the two-second smooth fade.
audio/ui/intro/welcome_spark_crackle.wav,ELECTRICAL_SPARK,Damaged_Electric_2.wav,C:\Users\psych\Desktop\SC2_Local_Audio_Rip\RAW_GAME_AUDIO\campaigns\swarm.sc2campaign\base.sc2assets\Assets\Sounds\Damaged_Electric_2.wav,488384d46f92032bc0a38547c89a10329405863a6c3f09dfa1c07f6f329d4f95,17212,762,4000,,,0.12,Original SC2 bytes; synchronized to the door-open visual timestamp.
